arm,seed,epoch,module,module_type,num_experts,top_k,gini,entropy_nats,entropy_normalized,top1_share,dominant_expert,aux_loss,aux_loss_finite,mixture_aux_loss,epoch_seconds
baseline,2,2,model.8,DetailAwareLowRankHybridAdaptiveGateMoE,8,2,0.875,-0.0,-0.0,1.0,6,5.174479007720947,True,3.0,3.5957
baseline,2,2,model.11,DetailAwareLowRankHybridAdaptiveGateMoE,16,2,0.9375,-0.0,-0.0,1.0,15,9.015982627868652,True,3.0,3.5957
baseline,2,3,model.5,DetailAwareLowRankHybridAdaptiveGateMoE,4,2,0.75,-0.0,-0.0,1.0,0,2.9233875274658203,True,3.0,1.4619
baseline,2,3,model.8,DetailAwareLowRankHybridAdaptiveGateMoE,8,2,0.875,-0.0,-0.0,1.0,6,5.198546409606934,True,3.0,1.4619
baseline,2,3,model.11,DetailAwareLowRankHybridAdaptiveGateMoE,16,2,0.9375,-0.0,-0.0,1.0,8,8.99518871307373,True,3.0,1.4619
baseline,2,4,model.5,DetailAwareLowRankHybridAdaptiveGateMoE,4,2,0.75,-0.0,-0.0,1.0,0,2.9556961059570312,True,3.0,1.3822
baseline,2,4,model.8,DetailAwareLowRankHybridAdaptiveGateMoE,8,2,0.875,-0.0,-0.0,1.0,6,5.207458019256592,True,3.0,1.3822
baseline,2,4,model.11,DetailAwareLowRankHybridAdaptiveGateMoE,16,2,0.9375,-0.0,-0.0,1.0,15,8.982522964477539,True,3.0,1.3822
baseline,2,5,model.5,DetailAwareLowRankHybridAdaptiveGateMoE,4,2,0.75,-0.0,-0.0,1.0,0,2.9331836700439453,True,3.0,1.0859
baseline,2,5,model.8,DetailAwareLowRankHybridAdaptiveGateMoE,8,2,0.875,-0.0,-0.0,1.0,6,5.225174427032471,True,3.0,1.0859
baseline,2,5,model.11,DetailAwareLowRankHybridAdaptiveGateMoE,16,2,0.9375,-0.0,-0.0,1.0,8,9.029419898986816,True,3.0,1.0859
baseline,2,6,model.5,DetailAwareLowRankHybridAdaptiveGateMoE,4,2,0.75,-0.0,-0.0,1.0,0,2.9746198654174805,True,3.0,1.1336
baseline,2,6,model.8,DetailAwareLowRankHybridAdaptiveGateMoE,8,2,0.875,-0.0,-0.0,1.0,6,5.196352481842041,True,3.0,1.1336
baseline,2,6,model.11,DetailAwareLowRankHybridAdaptiveGateMoE,16,2,0.9375,-0.0,-0.0,1.0,15,8.999435424804688,True,3.0,1.1336
baseline,2,7,model.5,DetailAwareLowRankHybridAdaptiveGateMoE,4,2,0.75,-0.0,-0.0,1.0,0,2.9692139625549316,True,3.0,1.0533
baseline,2,7,model.8,DetailAwareLowRankHybridAdaptiveGateMoE,8,2,0.875,-0.0,-0.0,1.0,6,5.195399761199951,True,3.0,1.0533
baseline,2,7,model.11,DetailAwareLowRankHybridAdaptiveGateMoE,16,2,0.9375,-0.0,-0.0,1.0,15,9.043067932128906,True,3.0,1.0533
baseline,2,8,model.5,DetailAwareLowRankHybridAdaptiveGateMoE,4,2,0.75,-0.0,-0.0,1.0,0,2.969879627227783,True,2.908520221710205,1.0546
baseline,2,8,model.8,DetailAwareLowRankHybridAdaptiveGateMoE,8,2,0.875,-0.0,-0.0,1.0,6,5.208987236022949,True,2.908520221710205,1.0546
baseline,2,8,model.11,DetailAwareLowRankHybridAdaptiveGateMoE,16,2,0.9375,-0.0,-0.0,1.0,8,9.001441955566406,True,2.908520221710205,1.0546
baseline,2,9,model.5,DetailAwareLowRankHybridAdaptiveGateMoE,4,2,0.75,-0.0,-0.0,1.0,0,2.993164539337158,True,2.716952085494995,1.05
baseline,2,9,model.8,DetailAwareLowRankHybridAdaptiveGateMoE,8,2,0.875,-0.0,-0.0,1.0,6,5.194788455963135,True,2.716952085494995,1.05
baseline,2,9,model.11,DetailAwareLowRankHybridAdaptiveGateMoE,16,2,0.9375,-0.0,-0.0,1.0,8,9.07363510131836,True,2.716952085494995,1.05
baseline,2,10,model.5,DetailAwareLowRankHybridAdaptiveGateMoE,4,2,0.75,-0.0,-0.0,1.0,0,3.0136542320251465,True,2.5516600608825684,1.0915
baseline,2,10,model.8,DetailAwareLowRankHybridAdaptiveGateMoE,8,2,0.875,-0.0,-0.0,1.0,5,5.2047858238220215,True,2.5516600608825684,1.0915
baseline,2,10,model.11,DetailAwareLowRankHybridAdaptiveGateMoE,16,2,0.9375,-0.0,-0.0,1.0,15,9.089773178100586,True,2.5516600608825684,1.0915
baseline,2,11,model.5,DetailAwareLowRankHybridAdaptiveGateMoE,4,2,0.75,-0.0,-0.0,1.0,0,2.9512665271759033,True,2.3918843269348145,1.1176
baseline,2,11,model.8,DetailAwareLowRankHybridAdaptiveGateMoE,8,2,0.875,-0.0,-0.0,1.0,6,5.215442657470703,True,2.3918843269348145,1.1176
baseline,2,11,model.11,DetailAwareLowRankHybridAdaptiveGateMoE,16,2,0.9375,-0.0,-0.0,1.0,15,9.044391632080078,True,2.3918843269348145,1.1176
intervention,2,2,model.5,DetailAwareLowRankHybridAdaptiveGateMoE,4,2,0.75,-0.0,-0.0,1.0,0,6.217178821563721,True,3.0,3.0888
intervention,2,2,model.8,DetailAwareLowRankHybridAdaptiveGateMoE,8,2,0.875,-0.0,-0.0,1.0,6,8.326048851013184,True,3.0,3.0888
intervention,2,2,model.11,DetailAwareLowRankHybridAdaptiveGateMoE,16,2,0.9375,-0.0,-0.0,1.0,15,12.77956771850586,True,3.0,3.0888
intervention,2,3,model.5,DetailAwareLowRankHybridAdaptiveGateMoE,4,2,0.75,-0.0,-0.0,1.0,0,6.180717468261719,True,2.999999761581421,3.1688
